data,casa,placar,foracasa,fase
1977-10-30,Dom Bosco,2-2,Caxias,Grp.A
1977-10-30,Fluminense,0-1,America-RJ,Grp.E
1977-10-30,Sergipe,1-3,Flamengo,Grp.E
1977-10-30,CSA,2-0,Náutico,Grp.B
1977-10-30,Botafogo-SP,2-1,Uberaba,Grp.F
1977-10-30,Nacional-AM,2-4,Atlético Mineiro,Grp.F
1977-10-30,Palmeiras,1-1,XV de Piracicaba,Grp.B
1977-10-30,Vitória,0-0,Volta Redonda,Grp.E
1977-11-02,Santa Cruz,5-1,CRB,Grp.B
1977-11-02,Atlético Paranaense,1-3,Botafogo,Grp.D
1977-11-02,XV de Piracicaba,1-1,São Paulo,Grp.B
1977-11-02,America-RJ,3-0,Desportiva Ferroviária,Grp.E
1977-11-02,Goiânia,2-6,Vasco,Grp.D
1977-11-02,Americano,1-0,Vila Nova,Grp.D
1977-11-02,Londrina,1-2,Goytacaz,Grp.D
1977-11-02,Fluminense de Feira,1-2,Fluminense,Grp.E
1977-11-02,Sergipe,0-1,Volta Redonda,Grp.E
1977-11-02,Paysandu,1-3,Atlético Mineiro,Grp.F
1977-11-02,Uberaba,0-0,Cruzeiro,Grp.F
1977-11-02,América-RN,1-0,Sampaio Corrêa,Grp.C
1977-11-02,Ponte Preta,2-0,ABC,Grp.C
1977-11-02,Fortaleza,2-1,River-PI,Grp.C
1977-11-02,Corinthians,3-0,Flamengo-PI,Grp.C
1977-11-02,Bahia,7-0,Vitória-ES,Grp.E
1977-11-03,Vitória,0-2,Confiança,Grp.E
1977-11-03,Palmeiras,3-2,Náutico,Grp.B
1977-11-03,Grêmio Maringá,1-0,Caxias,Grp.A
1977-11-05,Brasília,2-1,Goytacaz,Grp.D
1977-11-05,América Mineiro,2-0,Fast Clube,Grp.F
1977-11-05,Corinthians,1-0,ABC,Grp.C
1977-11-06,Ceará,4-0,Sampaio Corrêa,Grp.C
1977-11-06,Guarani,2-0,Flamengo-PI,Grp.C
1977-11-06,América-RN,1-1,Fortaleza,Grp.C
1977-11-06,Atlético Paranaense,2-0,Londrina,Grp.D
1977-11-06,São Paulo,0-2,Palmeiras,Grp.B
1977-11-06,Santa Cruz,1-1,Sport,Grp.B
1977-11-06,Grêmio Maringá,1-1,Coritiba,Grp.A
1977-11-06,Internacional,0-4,Grêmio,Grp.A
1977-11-06,Caxias,0-0,Juventude,Grp.A
1977-11-06,Fluminense de Feira,0-1,Bahia,Grp.E
1977-11-06,Vitória,1-1,Fluminense,Grp.E
1977-11-06,Remo,0-0,Paysandu,Grp.F
1977-11-06,Santos,0-1,Botafogo-SP,Grp.F
1977-11-06,Atlético Mineiro,1-0,Cruzeiro,Grp.F
1977-11-06,Botafogo-PB,0-0,Treze,Grp.B
1977-11-06,Vasco,2-0,Vila Nova,Grp.D
1977-11-06,Goiás,1-1,Goiânia,Grp.D
1977-11-06,Flamengo,1-1,America-RJ,Grp.E
1977-11-06,Vitória-ES,2-1,Desportiva Ferroviária,Grp.E
1977-11-06,Sergipe,0-1,Confiança,Grp.E
1977-11-06,XV de Piracicaba,0-0,Náutico,Grp.B
1977-11-06,CSA,1-1,CRB,Grp.B
1977-11-06,Joinville,1-0,Avaí,Grp.A
1977-11-07,Operário-MS,3-1,Dom Bosco,Grp.A
1977-11-09,Santos,1-1,América Mineiro,Grp.F
1977-11-09,Fluminense de Feira,0-2,Vitória,Grp.E
1977-11-09,Atlético Mineiro,6-2,Fast Clube,Grp.F
1977-11-09,Vila Nova,1-3,Goytacaz,Grp.D
1977-11-09,Brasília,2-1,Londrina,Grp.D
1977-11-09,Botafogo,3-0,Americano,Grp.D
1977-11-09,Confiança,1-0,Fluminense,Grp.E
1977-11-09,ABC,0-0,Flamengo-PI,Grp.C
1977-11-09,River-PI,1-0,Ceará,Grp.C
1977-11-09,Caxias,0-2,Grêmio,Grp.A
1977-11-10,Sergipe,1-4,Desportiva Ferroviária,Grp.E
1977-11-10,Bahia,2-0,America-RJ,Grp.E
1977-11-10,Sampaio Corrêa,1-2,Portuguesa,Grp.C
1977-11-10,Operário-MS,2-0,Joinville,Grp.A
1977-11-10,Corinthians,3-0,Fortaleza,Grp.C
1977-11-10,XV de Piracicaba,0-0,Santa Cruz,Grp.B
1977-11-10,Cruzeiro,3-0,Nacional-AM,Grp.F
1977-11-10,Grêmio Maringá,3-1,Dom Bosco,Grp.A
1977-11-10,Juventude,1-0,Avaí,Grp.A
1977-11-12,Brasília,0-0,Goiás,Grp.D
1977-11-12,CSA,3-1,Botafogo-PB,Grp.B
1977-11-12,Flamengo,1-1,Volta Redonda,Grp.E
1977-11-13,CRB,3-1,Treze,Grp.B
1977-11-13,Coritiba,2-1,Joinville,Grp.A
1977-11-13,Ceará,1-0,Corinthians,Grp.C
1977-11-13,Flamengo-PI,0-2,Portuguesa,Grp.C
1977-11-13,São Paulo,1-0,Santa Cruz,Grp.B
1977-11-13,Confiança,2-2,America-RJ,Grp.E
1977-11-13,Náutico,0-0,Sport,Grp.B
1977-11-13,Sampaio Corrêa,0-2,Guarani,Grp.C
1977-11-13,Ponte Preta,3-1,Fortaleza,Grp.C
1977-11-13,Atlético Mineiro,3-1,América Mineiro,Grp.F
1977-11-13,Remo,4-0,Cruzeiro,Grp.F
1977-11-13,Botafogo-SP,5-1,Fast Clube,Grp.F
1977-11-13,Internacional,1-0,Caxias,Grp.A
1977-11-13,Juventude,2-2,Dom Bosco,Grp.A
1977-11-13,Bahia,1-0,Vitória,Grp.E
1977-11-13,Vasco,0-0,Botafogo,Grp.D
1977-11-13,Fluminense de Feira,0-0,Desportiva Ferroviária,Grp.E
1977-11-13,Santos,2-0,Nacional-AM,Grp.F
1977-11-13,Americano,1-1,Londrina,Grp.D
1977-11-13,Goiânia,2-2,Vila Nova,Grp.D
1977-11-13,Avaí,2-1,Grêmio,Grp.A
1977-11-15,Fluminense,2-1,Flamengo,Grp.E
1977-11-16,Vitória,0-1,Desportiva Ferroviária,Grp.E
1977-11-16,Juventude,0-1,Internacional,Grp.A
1977-11-16,Grêmio Maringá,2-1,Grêmio,Grp.A
1977-11-16,Joinville,5-3,Dom Bosco,Grp.A
1977-11-16,São Paulo,3-0,Treze,Grp.B
1977-11-16,Sergipe,0-1,America-RJ,Grp.E
1977-11-16,CSA,0-1,Santa Cruz,Grp.B
1977-11-16,Botafogo-SP,4-0,Nacional-AM,Grp.F
1977-11-16,Uberaba,1-0,América Mineiro,Grp.F
1977-11-16,Goiânia,0-1,Brasília,Grp.D
1977-11-16,Botafogo,3-0,Londrina,Grp.D
1977-11-16,River-PI,1-1,Guarani,Grp.C
1977-11-16,Fast Clube,1-1,Cruzeiro,Grp.F
1977-11-16,América-RN,0-0,Corinthians,Grp.C
1977-11-17,Portuguesa,0-0,Ponte Preta,Grp.C
1977-11-17,Palmeiras,2-0,Botafogo-PB,Grp.B
1977-11-17,Coritiba,1-0,Operário-MS,Grp.A
1977-11-17,Vasco,0-1,Goytacaz,Grp.D
1977-11-17,Volta Redonda,1-1,Bahia,Grp.E
1977-11-19,Vitória-ES,0-0,America-RJ,Grp.E
1977-11-20,Desportiva Ferroviária,3-1,Confiança,Grp.E
1977-11-20,Sergipe,2-1,Vitória,Grp.E
1977-11-20,Fluminense,1-0,Bahia,Grp.E
1977-11-20,Goiás,1-0,Vila Nova,Grp.D
1977-11-20,XV de Piracicaba,2-0,Botafogo-PB,Grp.B
1977-11-20,Náutico,1-2,Santa Cruz,Grp.B
1977-11-20,Atlético Paranaense,3-0,Americano,Grp.D
1977-11-20,Londrina,2-2,Vasco,Grp.D
1977-11-20,Goytacaz,0-0,Goiânia,Grp.D
1977-11-20,Volta Redonda,2-2,Fluminense de Feira,Grp.E
1977-11-20,CRB,6-4,Sport,Grp.B
1977-11-20,América Mineiro,1-2,Botafogo-SP,Grp.F
1977-11-20,ABC,3-0,América-RN,Grp.C
1977-11-20,Corinthians,2-0,Portuguesa,Grp.C
1977-11-20,Joinville,1-0,Juventude,Grp.A
1977-11-20,Internacional,3-0,Grêmio Maringá,Grp.A
1977-11-20,Uberaba,1-1,Atlético Mineiro,Grp.F
1977-11-20,River-PI,2-2,Flamengo-PI,Grp.C
1977-11-20,Remo,4-1,Fast Clube,Grp.F
1977-11-20,Guarani,0-1,Ponte Preta,Grp.C
1977-11-20,Ceará,1-0,Fortaleza,Grp.C
1977-11-20,Dom Bosco,0-3,Grêmio,Grp.A
1977-11-20,Avaí,0-1,Operário-MS,Grp.A
1977-11-23,Flamengo-PI,1-0,Fortaleza,Grp.C
1977-11-23,Treze,0-1,CSA,Grp.B
1977-11-23,CRB,0-2,Palmeiras,Grp.B
1977-11-23,Náutico,2-1,Botafogo-PB,Grp.B
1977-11-23,Ponte Preta,5-0,River-PI,Grp.C
1977-11-23,Paysandu,2-1,Botafogo-SP,Grp.F
1977-11-23,Goiás,3-0,Americano,Grp.D
1977-11-23,Botafogo,1-0,Goiânia,Grp.D
1977-11-23,Volta Redonda,1-3,Confiança,Grp.E
1977-11-23,Desportiva Ferroviária,2-1,Bahia,Grp.E
1977-11-23,Caxias,3-3,Operário-MS,Grp.A
1977-11-23,São Paulo,2-0,Sport,Grp.B
1977-11-23,Avaí,2-0,Coritiba,Grp.A
1977-11-24,Juventude,1-0,Grêmio Maringá,Grp.A
1977-11-24,Nacional-AM,1-0,América Mineiro,Grp.F
1977-11-24,Guarani,3-0,Ceará,Grp.C
1977-11-24,America-RJ,1-0,Fluminense de Feira,Grp.E
1977-11-24,Goytacaz,4-1,Atlético Paranaense,Grp.D
1977-11-24,Portuguesa,3-0,América-RN,Grp.C
1977-11-24,Sampaio Corrêa,1-1,ABC,Grp.C
1977-11-24,Vitória-ES,0-3,Flamengo,Grp.E
1977-11-26,Brasília,1-0,Vila Nova,Grp.D
1977-11-26,São Paulo,4-0,CRB,Grp.B
1977-11-26,Sport,3-1,CSA,Grp.B
1977-11-27,Uberaba,4-1,Santos,Grp.F
1977-11-27,Cruzeiro,3-1,Botafogo-SP,Grp.F
1977-11-27,Paysandu,4-1,América Mineiro,Grp.F
1977-11-27,Nacional-AM,0-2,Remo,Grp.F
1977-11-27,Flamengo,3-1,Confiança,Grp.E
1977-11-27,Santa Cruz,1-2,Palmeiras,Grp.B
1977-11-27,Portuguesa,2-1,Ceará,Grp.C
1977-11-27,Treze,2-1,Náutico,Grp.B
1977-11-27,Joinville,2-1,Grêmio Maringá,Grp.A
1977-11-27,Grêmio,3-3,Operário-MS,Grp.A
1977-11-27,Bahia,3-0,Sergipe,Grp.E
1977-11-27,River-PI,0-0,Sampaio Corrêa,Grp.C
1977-11-27,Fortaleza,3-2,ABC,Grp.C
1977-11-27,Vasco,0-0,Atlético Paranaense,Grp.D
1977-11-27,Vitória-ES,1-1,Fluminense de Feira,Grp.E
1977-11-27,Londrina,1-1,Goiás,Grp.D
1977-11-27,Goiânia,1-3,Americano,Grp.D
1977-11-27,Guarani,1-0,América-RN,Grp.C
1977-11-27,Dom Bosco,2-3,Coritiba,Grp.A
1977-11-27,Avaí,0-0,Internacional,Grp.A
1977-11-30,América-RN,2-0,Ceará,Grp.O
1977-12-01,Atlético Paranaense,3-3,Goiás,Grp.P
1977-12-01,Londrina,4-1,Goiânia,Grp.P
1977-12-01,ABC,1-0,XV de Piracicaba,Grp.K
1977-12-01,Portuguesa,1-2,Santos,Grp.H
1977-12-01,Volta Redonda,2-0,Desportiva Ferroviária,Grp.Q
1977-12-01,Vitória,2-0,Vitória-ES,Grp.Q
1977-12-01,Operário-MS,0-0,Botafogo-SP,Grp.J
1977-12-01,Sergipe,1-1,Fluminense de Feira,Grp.Q
1977-12-01,América Mineiro,3-1,Paysandu,Grp.R
1977-12-01,Flamengo-PI,0-0,Fortaleza,Grp.O
1977-12-01,Brasília,2-3,America-RJ,Grp.G
1977-12-01,Guarani,0-1,Atlético Mineiro,Grp.L
1977-12-04,Operário-MS,2-1,Fluminense,Grp.J
1977-12-04,Coritiba,4-0,Dom Bosco,Grp.M
1977-12-04,Sport,4-0,Treze,Grp.N
1977-12-04,CRB,1-2,Náutico,Grp.N
1977-12-04,Botafogo-SP,2-2,Botafogo,Grp.J
1977-12-04,Vila Nova,4-0,Goiânia,Grp.P
1977-12-04,XV de Piracicaba,3-0,Grêmio Maringá,Grp.K
1977-12-04,Atlético Mineiro,3-1,Santa Cruz,Grp.L
1977-12-04,Flamengo,3-1,Cruzeiro,Grp.K
1977-12-04,Fortaleza,0-2,América-RN,Grp.O
1977-12-04,River-PI,4-3,Sampaio Corrêa,Grp.O
1977-12-04,Desportiva Ferroviária,3-1,Vitória,Grp.Q
1977-12-04,Volta Redonda,3-2,Sergipe,Grp.Q
1977-12-04,Uberaba,2-0,Nacional-AM,Grp.R
1977-12-04,Bahia,2-0,Portuguesa,Grp.H
1977-12-04,Paysandu,1-2,Fast Clube,Grp.R
1977-12-04,Internacional,6-0,Brasília,Grp.G
1977-12-04,Corinthians,2-0,São Paulo,Grp.G
1977-12-04,Goytacaz,1-3,Palmeiras,Grp.H
1977-12-04,Vasco,1-0,Remo,Grp.I
1977-12-04,Ponte Preta,3-0,Confiança,Grp.I
1977-12-04,Caxias,5-1,Avaí,Grp.M
1977-12-07,América Mineiro,1-0,Nacional-AM,Grp.R
1977-12-07,Americano,0-0,Grêmio,Grp.L
1977-12-07,Santa Cruz,1-0,Guarani,Grp.L
1977-12-07,Flamengo-PI,1-1,América-RN,Grp.O
1977-12-07,America-RJ,0-0,Internacional,Grp.G
1977-12-07,Juventude,3-0,Coritiba,Grp.M
1977-12-07,São Paulo,5-0,Brasília,Grp.G
1977-12-07,Confiança,2-1,Remo,Grp.I
1977-12-07,Volta Redonda,1-1,Vitória,Grp.Q
1977-12-07,Vitória-ES,1-0,Fluminense de Feira,Grp.Q
1977-12-07,XV de Piracicaba,1-0,Flamengo,Grp.K
1977-12-07,Goiânia,2-1,Atlético Paranaense,Grp.P
1977-12-07,Santos,0-1,Bahia,Grp.H
1977-12-07,Treze,0-0,CRB,Grp.N
1977-12-07,Botafogo-PB,1-3,Sport,Grp.N
1977-12-07,CSA,1-2,Fluminense,Grp.J
1977-12-07,Botafogo,1-1,Operário-MS,Grp.J
1977-12-08,River-PI,2-1,Fortaleza,Grp.O
1977-12-08,Portuguesa,0-1,Goytacaz,Grp.H
1977-12-08,Sampaio Corrêa,1-1,Ceará,Grp.O
1977-12-08,Joinville,0-2,Ponte Preta,Grp.I
1977-12-08,Avaí,0-1,Dom Bosco,Grp.M
1977-12-10,Vitória,2-1,Sergipe,Grp.Q
1977-12-10,Brasília,0-5,Corinthians,Grp.G
1977-12-10,América Mineiro,1-0,Uberaba,Grp.R
1976-08-29,Sampaio Corrêa,0-0,Flamengo-PI,Grp.F
1976-08-29,Rio Negro-AM,0-3,Guarani,Grp.C
1976-08-29,Sport,1-0,ABC,Grp.F
1976-08-29,Confiança,2-1,Portuguesa,Grp.B
1976-08-29,Londrina,0-3,Atlético Paranaense,Grp.B
1976-08-29,Corinthians,2-1,Fortaleza,Grp.C
1976-08-29,América-RN,0-0,Santa Cruz,Grp.F
1976-08-29,Treze,0-2,CRB,Grp.E
1976-08-29,Botafogo-PB,1-0,Vitória,Grp.E
1976-08-29,Fluminense de Feira,0-0,CSA,Grp.E
1976-08-29,Mixto,1-1,Goiás,Grp.D
1976-08-29,América Mineiro,6-0,Goiânia,Grp.D
1976-08-29,Coritiba,0-2,São Paulo,Grp.B
1976-08-29,Remo,2-0,Ceará,Grp.C
1976-09-01,Uberaba,0-0,Atlético Paranaense,Grp.B
1976-09-01,Náutico,3-0,Flamengo-PI,Grp.F
1976-09-01,Vasco,1-0,América Mineiro,Grp.D
1976-09-01,Mixto,1-1,Operário-MS,Grp.D
1976-09-01,Londrina,0-0,São Paulo,Grp.B
1976-09-01,Rio Negro-AM,1-1,Ceará,Grp.C
1976-09-01,Flamengo,2-0,ABC,Grp.F
1976-09-01,Fluminense de Feira,0-2,Bahia,Grp.E
1976-09-01,Ponte Preta,1-1,Corinthians,Grp.C
1976-09-01,Remo,0-0,Guarani,Grp.C
1976-09-01,Goiânia,1-1,Atlético Mineiro,Grp.D
1976-09-01,Internacional,6-0,Figueirense,Grp.A
1976-09-01,Treze,0-2,Vitória,Grp.E
1976-09-01,Botafogo-PB,0-0,Botafogo,Grp.E
1976-09-01,Rio Branco-ES,1-4,Grêmio,Grp.A
1976-09-01,Santos,2-1,Caxias,Grp.A
1976-09-01,Sampaio Corrêa,0-2,Santa Cruz,Grp.F
1976-09-01,Fluminense,1-1,CSA,Grp.E
1976-09-01,Volta Redonda,1-1,América-RN,Grp.F
1976-09-01,Americano,1-2,Goiás,Grp.D
1976-09-02,Paysandu,3-0,Nacional-AM,Grp.C
1976-09-04,Sport,1-0,Santa Cruz,Grp.F
1976-09-04,Flamengo-PI,2-3,Flamengo,Grp.F
1976-09-04,América-RN,1-0,Náutico,Grp.F
1976-09-04,Desportiva Ferroviária,0-1,Palmeiras,Grp.A
1976-09-04,Vitória,3-1,CSA,Grp.E
1976-09-04,Grêmio,1-0,Caxias,Grp.A
1976-09-04,Treze,2-4,Botafogo,Grp.E
1976-09-04,Vasco,1-0,Goiás,Grp.D
1976-09-04,Figueirense,1-4,Santos,Grp.A
1976-09-04,Volta Redonda,0-0,ABC,Grp.F
1976-09-04,Ceará,0-0,Guarani,Grp.C
1976-09-04,Fortaleza,1-0,Remo,Grp.C
1976-09-04,São Paulo,0-0,Portuguesa,Grp.B
1976-09-04,Cruzeiro,0-0,Botafogo-SP,Grp.B
1976-09-05,Operário-MS,1-1,America-RJ,Grp.D
1976-09-05,Confiança,1-0,Londrina,Grp.B
1976-09-05,Americano,3-2,Mixto,Grp.D
1976-09-05,Atlético Mineiro,1-0,América Mineiro,Grp.D
1976-09-07,Bahia,0-0,Vitória,Grp.E
1976-09-07,Botafogo,2-0,Fluminense,Grp.E
1976-09-07,Nacional-AM,2-1,Rio Negro-AM,Grp.C
1976-09-07,Palmeiras,0-1,Santos,Grp.A
1976-09-07,Ceará,0-1,Fortaleza,Grp.C
1976-09-07,Remo,5-2,Paysandu,Grp.C
1976-09-07,Cruzeiro,2-1,Portuguesa,Grp.B
1976-09-07,Desportiva Ferroviária,2-1,Rio Branco-ES,Grp.A
1976-09-07,Internacional,3-1,Grêmio,Grp.A
1976-09-07,Uberaba,0-1,Botafogo-SP,Grp.B
1976-09-07,Botafogo-PB,2-0,Treze,Grp.E
1976-09-07,CRB,2-1,CSA,Grp.E
1976-09-07,Goiás,3-0,Goiânia,Grp.D
1976-09-07,Sampaio Corrêa,2-3,Náutico,Grp.F
1976-09-07,América-RN,3-1,ABC,Grp.F
1976-09-07,Santa Cruz,2-1,Flamengo,Grp.F
1976-09-08,America-RJ,1-0,Mixto,Grp.D
1976-09-08,Operário-MS,1-1,Atlético Mineiro,Grp.D
1976-09-08,Confiança,1-1,São Paulo,Grp.B
1976-09-08,Americano,2-3,Vasco,Grp.D
1976-09-08,Figueirense,1-0,Avaí,Grp.A
1976-09-08,Volta Redonda,1-0,Sport,Grp.F
1976-09-08,Coritiba,2-1,Atlético Paranaense,Grp.B
1976-09-11,America-RJ,2-1,Atlético Mineiro,Grp.D
1976-09-11,Paysandu,1-5,Fortaleza,Grp.C
1976-09-11,Vitória,2-0,Fluminense de Feira,Grp.E
1976-09-11,Palmeiras,4-0,Figueirense,Grp.A
1976-09-12,Goiânia,2-4,Vasco,Grp.D
1976-09-12,Nacional-AM,1-0,Ponte Preta,Grp.C
1976-09-12,Mixto,3-0,América Mineiro,Grp.D
1976-09-12,Bahia,0-0,Fluminense,Grp.E
1976-09-12,CRB,0-0,Botafogo-PB,Grp.E
1976-09-12,Flamengo,3-0,Sport,Grp.F
1976-09-12,Corinthians,0-0,Guarani,Grp.C
1976-09-12,Desportiva Ferroviária,0-3,Avaí,Grp.A
1976-09-12,Remo,2-0,Rio Negro-AM,Grp.C
1976-09-12,Volta Redonda,5-1,Sampaio Corrêa,Grp.F
1976-09-12,ABC,1-1,Náutico,Grp.F
1976-09-12,Grêmio,0-0,Santos,Grp.A
1976-09-12,Caxias,2-1,Internacional,Grp.A
1976-09-12,Uberaba,1-0,Portuguesa,Grp.B
1976-09-12,Atlético Paranaense,1-1,Cruzeiro,Grp.B
1976-09-12,Botafogo-SP,2-0,São Paulo,Grp.B
1976-09-15,Fluminense de Feira,2-3,Fluminense,Grp.E
1976-09-15,São Paulo,0-2,Atlético Paranaense,Grp.B
1976-09-15,CRB,0-2,Vitória,Grp.E
1976-09-15,Atlético Mineiro,2-1,Goiás,Grp.D
1976-09-15,Americano,0-0,America-RJ,Grp.D
1976-09-15,Confiança,1-1,Coritiba,Grp.B
1976-09-15,Botafogo,0-0,Bahia,Grp.E
1976-09-15,Rio Branco-ES,0-0,Figueirense,Grp.A
1976-09-15,Sport,0-0,América-RN,Grp.F
1976-09-15,Mixto,1-0,Vasco,Grp.D
1976-09-15,Nacional-AM,0-0,Fortaleza,Grp.C
1976-09-15,Paysandu,0-0,Ponte Preta,Grp.C
1976-09-15,Volta Redonda,0-0,Náutico,Grp.F
1976-09-15,Flamengo-PI,0-0,Santa Cruz,Grp.F
1976-09-15,Caxias,0-0,Palmeiras,Grp.A
1976-09-15,Santos,0-0,Avaí,Grp.A
1976-09-16,Rio Negro-AM,1-2,Corinthians,Grp.C
1976-09-16,Londrina,1-1,Cruzeiro,Grp.B
1976-09-16,Flamengo,8-1,Sampaio Corrêa,Grp.F
1976-09-16,Operário-MS,5-3,Goiânia,Grp.D
1976-09-18,América Mineiro,0-1,Americano,Grp.D
1976-09-18,Guarani,1-1,Fortaleza,Grp.C
1976-09-18,São Paulo,4-0,Uberaba,Grp.B
1976-09-18,Botafogo,2-1,CRB,Grp.E
1976-09-18,Desportiva Ferroviária,1-0,Figueirense,Grp.A
1976-09-19,Mixto,1-2,Goiânia,Grp.D
1976-09-19,Palmeiras,0-0,Grêmio,Grp.A
1976-09-19,Goiás,1-1,Operário-MS,Grp.D
1976-09-19,Vasco,0-2,America-RJ,Grp.D
1976-09-19,Ponte Preta,2-0,Ceará,Grp.C
1976-09-19,Paysandu,0-0,Corinthians,Grp.C
1976-09-19,CSA,1-1,Bahia,Grp.E
1976-09-19,Nacional-AM,1-0,Remo,Grp.C
1976-09-19,Atlético Paranaense,0-0,Portuguesa,Grp.B
1976-09-19,Londrina,1-0,Botafogo-SP,Grp.B
1976-09-19,Cruzeiro,2-1,Coritiba,Grp.B
1976-09-19,Treze,0-2,Fluminense,Grp.E
1976-09-19,Fluminense de Feira,0-1,Botafogo-PB,Grp.E
1976-09-19,Sampaio Corrêa,0-0,América-RN,Grp.F
1976-09-19,Avaí,0-4,Internacional,Grp.A
1976-09-19,Sport,1-0,Náutico,Grp.F
1976-09-19,Flamengo-PI,2-2,Volta Redonda,Grp.F
1976-09-19,ABC,2-4,Santa Cruz,Grp.F
1976-09-19,Rio Branco-ES,0-1,Santos,Grp.A
1976-09-22,Fluminense de Feira,2-0,CRB,Grp.E
1976-09-22,CSA,2-1,Botafogo,Grp.E
1976-09-22,Bahia,3-0,Treze,Grp.E
1976-09-22,Fluminense,3-0,Botafogo-PB,Grp.E
1976-09-22,Santa Cruz,2-0,Volta Redonda,Grp.F
1976-09-22,Sampaio Corrêa,0-3,Sport,Grp.F
1976-09-22,Flamengo-PI,0-0,ABC,Grp.F
1976-09-22,América-RN,0-0,Flamengo,Grp.F
1976-09-22,Caxias,1-0,Avaí,Grp.A
1976-09-22,Desportiva Ferroviária,1-4,Internacional,Grp.A
1976-09-22,Operário-MS,0-0,Americano,Grp.D
1976-09-22,América Mineiro,0-0,America-RJ,Grp.D
1976-09-22,Ceará,0-2,Corinthians,Grp.C
1976-09-22,Atlético Paranaense,1-0,Confiança,Grp.B
1976-09-22,Palmeiras,1-0,Rio Branco-ES,Grp.A
1976-09-22,Guarani,1-1,Nacional-AM,Grp.C
1976-09-22,Rio Negro-AM,2-0,Paysandu,Grp.C
1976-09-23,Fortaleza,3-1,Ponte Preta,Grp.C
1976-09-23,Figueirense,0-2,Grêmio,Grp.A
1976-09-23,Atlético Mineiro,3-1,Mixto,Grp.D
1976-09-23,Coritiba,1-0,Uberaba,Grp.B
1976-09-23,Portuguesa,3-1,Botafogo-SP,Grp.B
1976-09-25,Botafogo-SP,3-0,Confiança,Grp.B
1976-09-25,Avaí,2-1,Rio Branco-ES,Grp.A
1976-09-25,Ceará,0-1,Paysandu,Grp.C
1976-09-25,Botafogo,4-1,Fluminense de Feira,Grp.E
1976-09-25,Corinthians,2-0,Nacional-AM,Grp.C
1976-09-25,Goiânia,0-0,Americano,Grp.D
1976-09-26,Figueirense,1-0,Caxias,Grp.A
1976-09-26,Coritiba,1-0,Londrina,Grp.B
1976-09-26,Goiás,1-0,America-RJ,Grp.D
1976-09-26,Operário-MS,1-1,América Mineiro,Grp.D
1976-09-26,Uberaba,1-1,Cruzeiro,Grp.B
1976-09-26,Náutico,0-3,Flamengo,Grp.F
1976-09-26,Atlético Mineiro,3-0,Vasco,Grp.D
1976-09-26,Grêmio,3-1,Desportiva Ferroviária,Grp.A
1976-09-26,Santos,1-3,Internacional,Grp.A
1976-09-26,Flamengo-PI,1-2,Sport,Grp.F
1976-09-26,ABC,1-1,Sampaio Corrêa,Grp.F
1976-09-26,CSA,3-2,Treze,Grp.E
1976-09-26,Fluminense,0-1,Vitória,Grp.E
1976-09-26,Bahia,3-0,CRB,Grp.E
1976-09-26,Ponte Preta,1-1,Remo,Grp.C
1976-09-26,Fortaleza,0-0,Rio Negro-AM,Grp.C
1976-09-29,America-RJ,3-1,Goiânia,Grp.D
1976-09-29,Caxias,2-0,Desportiva Ferroviária,Grp.A
1976-09-29,Internacional,3-0,Rio Branco-ES,Grp.A
1976-09-29,Avaí,0-1,Palmeiras,Grp.A
1976-09-29,Santa Cruz,2-1,Náutico,Grp.F
1976-09-29,Americano,1-3,Atlético Mineiro,Grp.D
1976-09-29,Vitória,1-1,Botafogo,Grp.E
1976-09-29,Botafogo-PB,1-1,CSA,Grp.E
1976-09-29,Corinthians,3-0,Remo,Grp.C
1976-09-29,Ponte Preta,1-1,Rio Negro-AM,Grp.C
1976-09-29,CRB,0-4,Fluminense,Grp.E
1976-09-29,Vasco,0-1,Operário-MS,Grp.D
1976-09-29,Uberaba,1-2,Londrina,Grp.B
1976-09-29,Cruzeiro,2-0,Confiança,Grp.B
1976-09-29,Portuguesa,0-2,Coritiba,Grp.B
1976-09-29,Botafogo-SP,1-0,Atlético Paranaense,Grp.B
1976-09-29,Goiás,2-1,América Mineiro,Grp.D
1976-09-29,Treze,2-1,Fluminense de Feira,Grp.E
1976-09-30,América-RN,1-2,Flamengo-PI,Grp.F
1976-09-30,Flamengo,4-0,Volta Redonda,Grp.F
1976-09-30,Guarani,2-0,Paysandu,Grp.C
1976-09-30,Ceará,1-1,Nacional-AM,Grp.C
1976-09-30,Botafogo-PB,1-2,Bahia,Grp.E
1976-10-02,Portuguesa,1-1,Londrina,Grp.B
1976-10-02,Rio Branco-ES,0-2,Caxias,Grp.A
1976-10-03,Avaí,0-3,Grêmio,Grp.A
1976-10-03,Botafogo-SP,1-1,Coritiba,Grp.B
1976-10-03,Internacional,1-0,Palmeiras,Grp.A
1976-10-03,São Paulo,1-0,Cruzeiro,Grp.B
1976-10-03,Santos,0-0,Desportiva Ferroviária,Grp.A
1976-10-03,Guarani,0-0,Ponte Preta,Grp.C
1976-10-03,Confiança,1-1,Uberaba,Grp.B
1976-10-09,America-RJ,1-1,São Paulo,Grp.J
1976-10-09,Bahia,3-0,Santa Cruz,Grp.I
1976-10-09,Ponte Preta,3-0,Paysandu,Grp.M
1976-10-09,Portuguesa,1-0,Uberaba,Grp.L
