data,casa,placar,foracasa,fase
1979-11-03,CR Guará,0-1,Operário-MT,Grp.C
1979-11-03,Fluminense de Feira,0-0,Gama,Grp.C
1979-11-03,Mixto,2-0,Atlético Goianiense,Grp.C
1979-11-03,Comercial-MS,3-1,Itumbiara,Grp.C
1979-11-03,Internacional,2-2,Operário-MS,Grp.G
1979-11-03,Grêmio Maringá,2-0,Criciúma,Grp.B
1979-11-03,America-RJ,3-0,Coritiba,Grp.G
1979-11-03,Santa Cruz,3-3,Rio Branco-ES,Grp.G
1979-11-03,Brasília,3-2,Itabuna,Grp.C
1979-11-03,Figueirense,1-0,Atlético Paranaense,Grp.G
1978-03-25,Santos,3-0,Goiás,Grp.C
1978-03-26,Portuguesa,1-0,America-RJ,Grp.F
1978-03-26,Fast Clube,2-0,Bangu,Grp.F
1978-03-26,Rio Branco-ES,0-0,Mixto,Grp.C
1978-03-26,Anapolina,0-0,Corinthians,Grp.C
1978-03-26,Vila Nova,1-1,Dom Bosco,Grp.C
1978-03-26,Juventude,0-0,Figueirense,Grp.A
1978-03-26,Americano,0-1,Goytacaz,Grp.F
1978-03-26,Flamengo,1-0,Fluminense,Grp.F
1978-03-26,Uberlândia,1-3,Villa Nova-MG,Grp.B
1978-03-26,América-RN,2-0,Botafogo-PB,Grp.B
1978-03-26,Náutico,0-1,Santa Cruz,Grp.B
1978-03-26,Uberaba,2-0,América Mineiro,Grp.B
1978-03-26,Cruzeiro,1-2,Sport,Grp.B
1978-03-26,Remo,0-0,Paysandu,Grp.F
1978-03-26,América-SP,3-0,Flamengo-PI,Grp.E
1978-03-26,Itabuna,0-2,Botafogo,Grp.D
1978-03-26,Operário-MS,0-2,Brasília,Grp.C
1978-03-26,River-PI,0-0,Sampaio Corrêa,Grp.E
1978-03-26,Guarani,1-3,Vasco,Grp.D
1978-03-26,Noroeste,0-1,Comercial,Grp.E
1978-03-26,Botafogo-SP,0-0,Palmeiras,Grp.E
1978-03-26,Ceará,1-0,Moto Club,Grp.E
1978-03-26,Bahia,0-0,Ponte Preta,Grp.D
1978-03-26,Grêmio,2-2,Caxias,Grp.A
1978-03-26,Brasil de Pelotas,0-1,Joinville,Grp.A
1978-03-26,Coritiba,1-0,Londrina,Grp.A
1978-03-26,CRB,0-0,Sergipe,Grp.D
1978-03-26,Grêmio Maringá,0-1,Internacional,Grp.A
1978-03-26,Confiança,1-2,Vitória,Grp.D
1978-03-29,Campinense,1-1,América-RN,Grp.B
1978-03-29,Atlético Mineiro,1-0,Villa Nova-MG,Grp.B
1978-03-29,Náutico,3-1,Botafogo-PB,Grp.B
1978-03-29,Uberlândia,1-1,América Mineiro,Grp.B
1978-03-29,ABC,1-1,Santa Cruz,Grp.B
1978-03-29,Uberaba,0-0,Sport,Grp.B
1978-03-29,XV de Piracicaba,1-3,America-RJ,Grp.F
1978-03-29,CRB,2-0,Volta Redonda,Grp.D
1978-03-29,Anapolina,1-1,Dom Bosco,Grp.C
1978-03-29,Santos,1-1,Mixto,Grp.C
1978-03-29,Brasília,0-1,Corinthians,Grp.C
1978-03-29,Itabuna,0-4,Ponte Preta,Grp.D
1978-03-29,América-SP,2-1,Sampaio Corrêa,Grp.E
1978-03-29,Remo,3-0,Bangu,Grp.F
1978-03-29,Desportiva Ferroviária,0-0,Goiás,Grp.C
1978-03-29,Botafogo-SP,3-0,Flamengo-PI,Grp.E
1978-03-29,Fast Clube,0-1,Flamengo,Grp.F
1978-03-29,Fluminense,0-0,Americano,Grp.F
1978-03-29,Caxias,1-1,Joinville,Grp.A
1978-03-29,Londrina,3-1,Juventude,Grp.A
1978-03-29,Grêmio,2-0,Figueirense,Grp.A
1978-03-29,Colorado,0-2,Internacional,Grp.A
1978-03-30,Guarani,2-1,Bahia,Grp.D
1978-03-30,Vitória,2-0,Sergipe,Grp.D
1978-03-30,São Paulo,2-0,Fortaleza,Grp.E
1978-03-30,Vasco,4-0,CSA,Grp.D
1978-03-30,Coritiba,2-0,Brasil de Pelotas,Grp.A
1978-03-30,Chapecoense,2-0,Atlético Paranaense,Grp.A
1978-04-01,Villa Nova-MG,1-0,América-RN,Grp.B
1978-04-01,Palmeiras,3-0,Flamengo-PI,Grp.E
1978-04-02,Desportiva Ferroviária,0-0,Rio Branco-ES,Grp.C
1978-04-02,Noroeste,3-1,Fortaleza,Grp.E
1978-04-02,Bangu,3-2,XV de Piracicaba,Grp.F
1978-04-02,Figueirense,1-1,Atlético Paranaense,Grp.A
1978-04-02,Dom Bosco,0-3,Santos,Grp.C
1978-04-02,Comercial-MS,2-2,Mixto,Grp.C
1978-04-02,Santa Cruz,3-0,Atlético Mineiro,Grp.B
1978-04-02,Uberlândia,1-0,Uberaba,Grp.B
1978-04-02,Campinense,0-0,Sport,Grp.B
1978-04-02,Botafogo-PB,0-0,ABC,Grp.B
1978-04-02,Cruzeiro,4-1,América Mineiro,Grp.B
1978-04-02,Internacional,3-1,Joinville,Grp.A
1978-04-02,Goiás,0-0,Corinthians,Grp.C
1978-04-02,Anapolina,1-1,Operário-MS,Grp.C
1978-04-02,Juventude,0-1,Grêmio,Grp.A
1978-04-02,Nacional-AM,0-1,Goytacaz,Grp.F
1978-04-02,Remo,0-1,Flamengo,Grp.F
1978-04-02,Confiança,2-2,CRB,Grp.D
1978-04-02,Portuguesa,2-0,Fluminense,Grp.F
1978-04-02,Comercial,0-1,São Paulo,Grp.E
1978-04-02,River-PI,1-2,Botafogo-SP,Grp.E
1978-04-02,Moto Club,2-0,Sampaio Corrêa,Grp.E
1978-04-02,Grêmio Maringá,3-1,Chapecoense,Grp.A
1978-04-02,Botafogo,1-1,Bahia,Grp.D
1978-04-02,Volta Redonda,0-0,CSA,Grp.D
1978-04-02,Ponte Preta,2-0,Sergipe,Grp.D
1978-04-02,Colorado,1-2,Caxias,Grp.A
1978-04-02,Vitória,2-2,Itabuna,Grp.D
1978-04-05,Fast Clube,0-3,Remo,Grp.F
1978-04-05,Uberaba,1-1,América-RN,Grp.B
1978-04-05,Campinense,1-3,Náutico,Grp.B
1978-04-05,Portuguesa,3-0,Bangu,Grp.F
1978-04-05,Comercial-MS,1-0,Santos,Grp.C
1978-04-06,Brasil de Pelotas,1-3,Grêmio,Grp.A
1978-04-06,Colorado,1-0,Chapecoense,Grp.A
1978-04-06,Londrina,0-1,Atlético Paranaense,Grp.A
1978-04-06,Botafogo,5-1,Sergipe,Grp.D
1978-04-06,Grêmio Maringá,0-0,Caxias,Grp.A
1978-04-06,Bahia,2-1,CRB,Grp.D
1978-04-06,Guarani,2-0,CSA,Grp.D
1978-04-06,Confiança,1-0,Itabuna,Grp.D
1978-04-06,Comercial,0-0,Fortaleza,Grp.E
1978-04-06,Ceará,2-0,América-SP,Grp.E
1978-04-06,Dom Bosco,3-1,Brasília,Grp.C
1978-04-06,Rio Branco-ES,1-0,Anapolina,Grp.C
1978-04-06,São Paulo,6-1,River-PI,Grp.E
1978-04-06,Moto Club,2-2,Botafogo-SP,Grp.E
1978-04-06,Vila Nova,0-1,Operário-MS,Grp.C
1978-04-06,Figueirense,2-4,Coritiba,Grp.A
1978-04-06,Nacional-AM,1-2,America-RJ,Grp.F
1978-04-06,ABC,2-2,Sport,Grp.B
1978-04-06,Cruzeiro,6-0,Uberlândia,Grp.B
1978-04-06,Paysandu,2-0,Goytacaz,Grp.F
1978-04-06,XV de Piracicaba,1-1,Fluminense,Grp.F
1978-04-06,Botafogo-PB,0-3,Atlético Mineiro,Grp.B
1978-04-06,Santa Cruz,1-1,Villa Nova-MG,Grp.B
1978-04-08,América Mineiro,5-1,América-RN,Grp.B
1978-04-08,Americano,1-0,Bangu,Grp.F
1978-04-08,Corinthians,0-0,Santos,Grp.C
1978-04-08,Náutico,2-0,Uberaba,Grp.B
1978-04-09,Internacional,4-1,Juventude,Grp.A
1978-04-09,Joinville,1-1,Coritiba,Grp.A
1978-04-09,Londrina,1-0,Grêmio,Grp.A
1978-04-09,Figueirense,1-0,Chapecoense,Grp.A
1978-04-09,Flamengo-PI,0-1,Ceará,Grp.E
1978-04-09,Volta Redonda,0-1,Botafogo,Grp.D
1978-04-09,Vasco,3-1,Ponte Preta,Grp.D
1978-04-09,Vitória,0-0,Guarani,Grp.D
1978-04-09,CSA,0-2,Bahia,Grp.D
1978-04-09,Itabuna,1-3,CRB,Grp.D
1978-04-09,Moto Club,1-0,América-SP,Grp.E
1978-04-09,Noroeste,0-0,Palmeiras,Grp.E
1978-04-09,Desportiva Ferroviária,1-0,Operário-MS,Grp.C
1978-04-09,Comercial,3-0,River-PI,Grp.E
1978-04-09,Brasília,2-2,Comercial-MS,Grp.C
1978-04-09,Dom Bosco,3-0,Rio Branco-ES,Grp.C
1978-04-09,Vila Nova,1-0,Anapolina,Grp.C
1978-04-09,Fortaleza,1-2,Botafogo-SP,Grp.E
1978-04-09,Atlético Paranaense,1-0,Colorado,Grp.A
1978-04-09,Nacional-AM,0-2,Fluminense,Grp.F
1978-04-09,Santa Cruz,2-2,Cruzeiro,Grp.B
1978-04-09,Goytacaz,0-1,Flamengo,Grp.F
1978-04-09,XV de Piracicaba,0-2,Portuguesa,Grp.F
1978-04-09,Remo,2-0,America-RJ,Grp.F
1978-04-10,ABC,0-2,Villa Nova-MG,Grp.B
1978-04-12,Campinense,0-3,Cruzeiro,Grp.B
1978-04-12,América-RN,0-1,Náutico,Grp.B
1978-04-12,Paysandu,1-2,Fluminense,Grp.F
1978-04-12,Portuguesa,1-1,Goytacaz,Grp.F
1978-04-12,Fast Clube,0-0,Americano,Grp.F
1978-04-12,Goiás,1-0,Comercial-MS,Grp.C
1978-04-12,Operário-MS,3-0,Rio Branco-ES,Grp.C
1978-04-12,Flamengo-PI,0-0,Moto Club,Grp.E
1978-04-12,América-SP,1-0,São Paulo,Grp.E
1978-04-12,Sport,0-1,Villa Nova-MG,Grp.B
1978-04-12,Ceará,1-2,Comercial,Grp.E
1978-04-12,Uberlândia,0-1,Atlético Mineiro,Grp.B
1978-04-12,América Mineiro,1-2,Santa Cruz,Grp.B
1978-04-12,Sergipe,0-1,Bahia,Grp.D
1978-04-12,Vasco,4-1,Confiança,Grp.D
1978-04-12,Internacional,2-0,Chapecoense,Grp.A
1978-04-12,CRB,1-1,Guarani,Grp.D
1978-04-12,Atlético Paranaense,0-0,Grêmio,Grp.A
1978-04-12,Grêmio Maringá,3-1,Colorado,Grp.A
1978-04-12,Joinville,1-1,Londrina,Grp.A
1978-04-12,Ponte Preta,3-0,Volta Redonda,Grp.D
1978-04-12,Noroeste,2-0,River-PI,Grp.E
1978-04-13,Fortaleza,2-0,Sampaio Corrêa,Grp.E
1978-04-13,ABC,1-1,Uberaba,Grp.B
1978-04-15,América Mineiro,2-2,Campinense,Grp.B
1978-04-15,Palmeiras,4-0,Ceará,Grp.E
1978-04-16,Anapolina,0-2,Goiás,Grp.C
1978-04-16,Moto Club,0-0,River-PI,Grp.E
1978-04-16,América-SP,1-0,Botafogo-SP,Grp.E
1978-04-16,Dom Bosco,1-1,Mixto,Grp.C
1978-04-16,Brasília,1-0,Rio Branco-ES,Grp.C
1978-04-16,Uberaba,0-1,Santa Cruz,Grp.B
1978-04-16,Flamengo-PI,1-1,Comercial,Grp.E
1978-04-16,Ponte Preta,0-1,Botafogo,Grp.D
1978-04-16,Comercial-MS,0-0,Vila Nova,Grp.C
1978-04-16,Náutico,1-0,Sport,Grp.B
1978-04-16,ABC,1-2,Cruzeiro,Grp.B
1978-04-16,Remo,1-1,Americano,Grp.F
1978-04-16,Chapecoense,0-3,Juventude,Grp.A
1978-04-16,Sergipe,0-0,Guarani,Grp.D
1978-04-16,Volta Redonda,0-0,Confiança,Grp.D
1978-04-16,Desportiva Ferroviária,0-1,Corinthians,Grp.C
1978-04-16,Caxias,1-0,Brasil de Pelotas,Grp.A
1978-04-16,Nacional-AM,0-2,Paysandu,Grp.F
1978-04-16,Coritiba,0-1,Colorado,Grp.A
1978-04-16,Londrina,2-3,Grêmio Maringá,Grp.A
1978-04-16,Internacional,3-0,Atlético Paranaense,Grp.A
1978-04-16,CSA,1-3,CRB,Grp.D
1978-04-16,Bahia,1-1,Vasco,Grp.D
1978-04-16,Flamengo,2-3,America-RJ,Grp.F
1978-04-16,Botafogo-PB,1-1,Villa Nova-MG,Grp.B
1978-04-16,XV de Piracicaba,0-0,Goytacaz,Grp.F
1978-04-16,Joinville,0-0,Grêmio,Grp.A
1978-04-16,Bangu,0-1,Fluminense,Grp.F
1978-04-19,Flamengo-PI,0-0,Noroeste,Grp.E
1978-04-19,Villa Nova-MG,0-1,Náutico,Grp.B
1978-04-19,Brasil de Pelotas,0-2,Internacional,Grp.A
1978-04-19,Caxias,2-0,Atlético Paranaense,Grp.A
1978-04-19,Chapecoense,0-3,Grêmio,Grp.A
1978-04-19,Paysandu,1-1,XV de Piracicaba,Grp.F
1978-04-20,Nacional-AM,1-3,Portuguesa,Grp.F
1978-04-20,Colorado,2-0,Figueirense,Grp.A
1978-04-20,América-SP,0-1,Palmeiras,Grp.E
1978-04-20,Itabuna,0-1,Vasco,Grp.D
1978-04-20,Vitória,3-1,CSA,Grp.D
1978-04-20,Sergipe,1-0,Volta Redonda,Grp.D
1978-04-20,America-RJ,1-1,Goytacaz,Grp.F
1978-04-20,Americano,0-1,Flamengo,Grp.F
1978-04-20,Botafogo-PB,1-3,Santa Cruz,Grp.B
1978-04-20,Sport,2-0,América Mineiro,Grp.B
1978-04-20,Uberlândia,2-0,Campinense,Grp.B
1978-04-20,Botafogo-SP,1-2,Ceará,Grp.E
1978-04-20,Guarani,5-0,Confiança,Grp.D
1978-04-20,Santos,1-2,Operário-MS,Grp.C
1978-04-20,Mixto,2-0,Vila Nova,Grp.C
1978-04-20,River-PI,1-0,Fortaleza,Grp.E
1978-04-20,Sampaio Corrêa,1-2,Comercial,Grp.E
1978-04-20,Goiás,2-0,Rio Branco-ES,Grp.C
1978-04-20,Brasília,1-0,Anapolina,Grp.C
1978-04-20,Joinville,1-1,Juventude,Grp.A
1978-04-20,Desportiva Ferroviária,2-0,Dom Bosco,Grp.C
1978-04-22,Brasília,1-2,Mixto,Grp.C
1978-04-22,Remo,2-0,XV de Piracicaba,Grp.F
1978-04-23,Itabuna,1-1,Volta Redonda,Grp.D
1978-04-23,Guarani,2-1,Ponte Preta,Grp.D
1978-04-23,Sergipe,1-2,CSA,Grp.D
1978-04-23,Paysandu,0-0,Portuguesa,Grp.F
1978-04-23,Nacional-AM,0-2,Fast Clube,Grp.F
1978-04-23,Vasco,0-0,Botafogo,Grp.D
1978-04-23,Bangu,1-4,Flamengo,Grp.F
1978-04-23,Americano,0-0,America-RJ,Grp.F
1978-04-23,Bahia,0-1,Vitória,Grp.D
1978-04-23,Corinthians,4-0,Dom Bosco,Grp.C
1978-04-23,Sampaio Corrêa,1-0,Noroeste,Grp.E
1978-04-23,Ceará,1-1,Fortaleza,Grp.E
1978-04-23,Comercial,1-1,Botafogo-SP,Grp.E
1978-04-23,River-PI,1-1,Flamengo-PI,Grp.E
1978-04-23,São Paulo,0-0,Palmeiras,Grp.E
1978-04-23,Brasil de Pelotas,2-0,Colorado,Grp.A
1978-04-23,Botafogo-PB,1-0,América Mineiro,Grp.B
1978-04-23,Santa Cruz,1-0,Sport,Grp.B
1978-04-23,América-RN,1-1,ABC,Grp.B
1978-04-23,Atlético Mineiro,0-2,Cruzeiro,Grp.B
1978-04-23,Uberaba,1-1,Campinense,Grp.B
1978-04-23,Uberlândia,1-1,Náutico,Grp.B
1978-04-23,Operário-MS,1-1,Comercial-MS,Grp.C
1978-04-23,Internacional,2-3,Grêmio,Grp.A
1978-04-23,Grêmio Maringá,1-1,Joinville,Grp.A
1978-04-23,Caxias,0-0,Juventude,Grp.A
1978-04-23,Londrina,2-1,Figueirense,Grp.A
1978-04-23,Rio Branco-ES,2-2,Santos,Grp.C
1978-04-23,Vila Nova,0-1,Goiás,Grp.C
1978-04-23,Coritiba,1-0,Atlético Paranaense,Grp.A
1978-04-26,ABC,2-0,América Mineiro,Grp.B
1978-04-26,Juventude,2-0,Colorado,Grp.A
1978-04-26,Fast Clube,1-0,XV de Piracicaba,Grp.F
1978-04-26,Atlético Paranaense,0-2,Joinville,Grp.A
1978-04-26,Chapecoense,1-0,Caxias,Grp.A
1978-04-26,CRB,2-0,Vitória,Grp.D
1978-04-26,Ceará,0-0,Noroeste,Grp.E
1978-04-26,Rio Branco-ES,0-1,Comercial-MS,Grp.C
1978-04-26,Grêmio Maringá,0-1,Coritiba,Grp.A
1978-04-26,Operário-MS,2-1,Dom Bosco,Grp.C
1978-04-26,Bahia,5-0,Volta Redonda,Grp.D
1978-04-26,Goiás,1-1,Mixto,Grp.C
1978-04-26,Uberaba,1-3,Cruzeiro,Grp.B
1978-04-26,Atlético Mineiro,2-0,Náutico,Grp.B
1978-04-26,Botafogo-PB,1-3,Sport,Grp.B
1978-04-26,Santos,1-1,Desportiva Ferroviária,Grp.C
1978-04-27,Moto Club,0-0,Fortaleza,Grp.E
1978-04-27,Flamengo-PI,0-3,São Paulo,Grp.E
1978-04-27,Palmeiras,6-0,Sampaio Corrêa,Grp.E
1978-04-27,Flamengo,2-1,Nacional-AM,Grp.F
1978-04-27,Confiança,1-2,Ponte Preta,Grp.D
1978-04-27,Santa Cruz,3-0,Uberlândia,Grp.B
1978-04-27,Villa Nova-MG,2-3,Campinense,Grp.B
1978-04-27,Figueirense,4-2,Brasil de Pelotas,Grp.A
1978-04-27,Vila Nova,0-0,Brasília,Grp.C
1978-04-29,Náutico,4-0,América Mineiro,Grp.B
1978-04-29,Corinthians,2-0,Comercial-MS,Grp.C
1978-04-30,CSA,1-2,Ponte Preta,Grp.D
1978-04-30,Grêmio,3-1,Coritiba,Grp.A
1978-04-30,Operário-MS,1-0,Goiás,Grp.C
1978-04-30,América-RN,0-0,Santa Cruz,Grp.B
1978-04-30,Mixto,2-1,Anapolina,Grp.C
1978-04-30,Desportiva Ferroviária,0-0,Brasília,Grp.C
1978-04-30,Bangu,2-0,America-RJ,Grp.F
1978-04-30,Cruzeiro,1-0,Villa Nova-MG,Grp.B
1978-04-30,Vitória,0-3,Botafogo,Grp.D
1978-04-30,Campinense,0-1,ABC,Grp.B
1978-04-30,Sport,0-0,Atlético Mineiro,Grp.B
1978-04-30,Volta Redonda,0-2,Vasco,Grp.D
1978-04-30,Ceará,2-1,São Paulo,Grp.E
1978-04-30,Guarani,7-0,Itabuna,Grp.D
1978-04-30,Botafogo-SP,4-1,Sampaio Corrêa,Grp.E
1978-04-30,Goytacaz,0-2,Remo,Grp.F
1978-04-30,Flamengo,2-1,Portuguesa,Grp.F
1978-04-30,XV de Piracicaba,2-0,Nacional-AM,Grp.F
1978-04-30,Paysandu,0-0,Fast Clube,Grp.F
1978-04-30,Atlético Paranaense,3-1,Grêmio Maringá,Grp.A
1978-04-30,América-SP,2-0,Noroeste,Grp.E
1978-04-30,Joinville,1-0,Figueirense,Grp.A
1978-04-30,Caxias,2-0,Internacional,Grp.A
1978-04-30,Palmeiras,2-1,Comercial,Grp.E
1978-04-30,Confiança,1-1,Sergipe,Grp.D
1978-04-30,Londrina,4-0,Brasil de Pelotas,Grp.A
1978-05-01,Botafogo-PB,6-3,Uberlândia,Grp.B
1978-05-03,Portuguesa,1-0,Remo,Grp.F
1978-05-03,America-RJ,2-1,Fast Clube,Grp.F
1978-05-03,Campinense,0-3,Atlético Mineiro,Grp.B
1978-05-03,Sampaio Corrêa,2-2,São Paulo,Grp.E
1978-05-03,Botafogo-SP,6-1,Noroeste,Grp.E
1978-05-03,América Mineiro,0-1,Villa Nova-MG,Grp.B
1978-05-03,Americano,0-0,Nacional-AM,Grp.F
1978-05-03,América-RN,4-2,Uberlândia,Grp.B
1978-05-03,Atlético Paranaense,0-0,Brasil de Pelotas,Grp.A
1978-05-03,Juventude,0-0,Coritiba,Grp.A
1978-05-03,Chapecoense,1-1,Joinville,Grp.A
1978-05-03,Comercial-MS,1-1,Anapolina,Grp.C
1978-05-03,Confiança,0-1,Botafogo,Grp.D
1978-05-03,Dom Bosco,0-2,Goiás,Grp.C
1978-05-03,Vila Nova,2-0,Desportiva Ferroviária,Grp.C
1978-05-04,Colorado,0-1,Londrina,Grp.A
1978-05-04,Figueirense,1-1,Grêmio Maringá,Grp.A
1978-05-04,Moto Club,1-0,Palmeiras,Grp.E
1978-05-04,Ceará,2-0,River-PI,Grp.E
1978-05-04,CSA,2-0,Itabuna,Grp.D
1978-05-04,Corinthians,4-1,Rio Branco-ES,Grp.C
1978-05-04,Mixto,0-0,Operário-MS,Grp.C
1978-05-04,Goytacaz,0-1,Fluminense,Grp.F
1978-05-04,Flamengo,2-0,Paysandu,Grp.F
1978-05-04,Náutico,4-2,ABC,Grp.B
1978-05-04,Uberaba,1-3,Botafogo-PB,Grp.B
1978-05-06,América-RN,0-0,Atlético Mineiro,Grp.B
1978-05-06,Villa Nova-MG,1-0,Uberaba,Grp.B
1978-05-07,Grêmio,3-2,Grêmio Maringá,Grp.A
1978-05-07,Figueirense,1-1,Caxias,Grp.A
1978-05-07,Coritiba,1-1,Internacional,Grp.A
1978-05-07,Noroeste,2-0,Moto Club,Grp.E
1978-05-07,Brasil de Pelotas,0-0,Juventude,Grp.A
1978-05-07,Santa Cruz,6-0,Campinense,Grp.B
1978-05-07,Anapolina,2-1,Desportiva Ferroviária,Grp.C
1978-05-07,Americano,2-0,Paysandu,Grp.F
1978-05-07,Ponte Preta,2-2,CRB,Grp.D
1978-05-07,Fluminense,0-2,America-RJ,Grp.F
1977-10-15,River-PI,5-1,América-RN,Grp.C
1977-10-16,Desportiva Ferroviária,0-5,Fluminense,Grp.E
1977-10-16,Botafogo-PB,1-0,Sport,Grp.B
1977-10-16,XV de Piracicaba,0-0,CSA,Grp.B
1977-10-16,Flamengo,5-0,Vitória,Grp.E
1977-10-16,Náutico,0-1,São Paulo,Grp.B
1977-10-16,Santos,0-2,Cruzeiro,Grp.F
1977-10-16,Operário-MS,0-0,Internacional,Grp.A
1977-10-16,Londrina,3-2,Goiânia,Grp.D
1977-10-16,Atlético Paranaense,1-2,Brasília,Grp.D
1977-10-16,Vila Nova,0-0,Botafogo,Grp.D
1977-10-16,Volta Redonda,3-0,Vitória-ES,Grp.E
1977-10-16,Uberaba,3-1,Paysandu,Grp.F
1977-10-16,Nacional-AM,2-0,Fast Clube,Grp.F
1977-10-16,Americano,1-1,Vasco,Grp.D
1977-10-16,Confiança,1-1,Bahia,Grp.E
1977-10-16,Fluminense de Feira,0-1,Sergipe,Grp.E
1977-10-16,Guarani,0-1,Portuguesa,Grp.C
1977-10-16,Flamengo-PI,1-2,Ponte Preta,Grp.C
1977-10-16,Grêmio,4-0,Coritiba,Grp.A
1977-10-16,Sampaio Corrêa,0-0,Corinthians,Grp.C
1977-10-16,ABC,1-0,Ceará,Grp.C
1977-10-16,Atlético Mineiro,4-1,Remo,Grp.F
1977-10-16,Dom Bosco,1-3,Avaí,Grp.A
1977-10-19,Sampaio Corrêa,0-0,Ponte Preta,Grp.C
1977-10-19,Botafogo-PB,0-2,São Paulo,Grp.B
1977-10-19,River-PI,2-2,Corinthians,Grp.C
1977-10-19,Ceará,1-1,América-RN,Grp.C
1977-10-19,Volta Redonda,0-1,Fluminense,Grp.E
1977-10-19,Vitória-ES,3-1,Sergipe,Grp.E
1977-10-19,Treze,2-2,Sport,Grp.B
1977-10-19,Palmeiras,1-0,CSA,Grp.B
1977-10-19,Caxias,0-0,Coritiba,Grp.A
1977-10-19,Atlético Paranaense,0-1,Goiânia,Grp.D
1977-10-19,Santos,4-0,Paysandu,Grp.F
1977-10-19,Joinville,1-1,Grêmio,Grp.A
1977-10-19,Dom Bosco,0-2,Internacional,Grp.A
1977-10-19,América Mineiro,0-1,Remo,Grp.F
1977-10-19,Grêmio Maringá,2-0,Avaí,Grp.A
1977-10-20,Goytacaz,1-1,Goiás,Grp.D
1977-10-20,CRB,0-1,XV de Piracicaba,Grp.B
1977-10-20,ABC,1-0,Portuguesa,Grp.C
1977-10-20,Desportiva Ferroviária,0-2,Flamengo,Grp.E
1977-10-20,America-RJ,1-1,Vitória,Grp.E
1977-10-20,Brasília,0-1,Botafogo,Grp.D
1977-10-20,Fast Clube,2-0,Uberaba,Grp.F
1977-10-23,Volta Redonda,1-2,America-RJ,Grp.E
1977-10-23,Fluminense,2-1,Sergipe,Grp.E
1977-10-23,Botafogo-SP,3-2,Remo,Grp.F
1977-10-23,Bahia,0-0,Flamengo,Grp.E
1977-10-23,Cruzeiro,4-0,Paysandu,Grp.F
1977-10-23,Vitória-ES,2-1,Vitória,Grp.E
1977-10-23,Fortaleza,0-0,Portuguesa,Grp.C
1977-10-23,América-RN,1-0,Ponte Preta,Grp.C
1977-10-23,Flamengo-PI,0-1,Ceará,Grp.C
1977-10-23,Grêmio,2-0,Juventude,Grp.A
1977-10-23,Confiança,1-0,Fluminense de Feira,Grp.E
1977-10-23,Operário-MS,0-1,Grêmio Maringá,Grp.A
1977-10-23,Atlético Mineiro,3-0,Santos,Grp.F
1977-10-23,Coritiba,1-3,Internacional,Grp.A
1977-10-23,Vasco,3-0,Brasília,Grp.D
1977-10-23,Treze,1-1,Palmeiras,Grp.B
1977-10-23,Botafogo,3-1,Goiás,Grp.D
1977-10-23,Nacional-AM,1-0,Uberaba,Grp.F
1977-10-23,Corinthians,1-0,Guarani,Grp.C
1977-10-23,CSA,0-0,São Paulo,Grp.B
1977-10-23,Sport,1-1,XV de Piracicaba,Grp.B
1977-10-23,Vila Nova,1-1,Atlético Paranaense,Grp.D
1977-10-23,Botafogo-PB,0-0,Santa Cruz,Grp.B
1977-10-23,Avaí,1-2,Caxias,Grp.A
1977-10-26,Sampaio Corrêa,1-0,Fortaleza,Grp.C
1977-10-26,Fluminense de Feira,0-6,Flamengo,Grp.E
1977-10-26,América-RN,5-1,Flamengo-PI,Grp.C
1977-10-26,Fluminense,6-0,Vitória-ES,Grp.E
1977-10-26,Fast Clube,1-3,Santos,Grp.F
1977-10-26,Ceará,1-3,Ponte Preta,Grp.C
1977-10-26,Treze,0-0,XV de Piracicaba,Grp.B
1977-10-26,Sport,0-2,Palmeiras,Grp.B
1977-10-26,Paysandu,1-1,Nacional-AM,Grp.F
1977-10-26,Botafogo-SP,0-1,Atlético Mineiro,Grp.F
1977-10-26,Americano,1-0,Brasília,Grp.D
1977-10-26,Goiás,1-1,Atlético Paranaense,Grp.D
1977-10-27,Remo,0-0,Uberaba,Grp.F
1977-10-27,Caxias,0-0,Joinville,Grp.A
1977-10-27,Desportiva Ferroviária,1-0,Volta Redonda,Grp.E
1977-10-27,Náutico,1-0,CRB,Grp.B
1977-10-27,Portuguesa,2-0,River-PI,Grp.C
1977-10-27,ABC,1-1,Guarani,Grp.C
1977-10-27,Operário-MS,1-0,Juventude,Grp.A
1977-10-27,Goytacaz,1-1,Botafogo,Grp.D
1977-10-29,Fast Clube,2-3,Paysandu,Grp.F
1977-10-29,Confiança,2-1,Vitória-ES,Grp.E
1977-10-30,Goiás,0-3,Vasco,Grp.D
1977-10-30,Americano,1-1,Goytacaz,Grp.D
1977-10-30,Flamengo-PI,1-3,Sampaio Corrêa,Grp.C
1977-10-30,Ponte Preta,2-1,Corinthians,Grp.C
1977-10-30,ABC,2-0,River-PI,Grp.C
1977-10-30,Fortaleza,1-2,Guarani,Grp.C
1977-10-30,Londrina,3-1,Vila Nova,Grp.D
1977-10-30,Cruzeiro,2-2,América Mineiro,Grp.F
1977-10-30,Remo,0-2,Santos,Grp.F
1977-10-30,Santa Cruz,6-0,Treze,Grp.B
1977-10-30,Coritiba,1-2,Juventude,Grp.A
1977-10-30,Internacional,5-0,Joinville,Grp.A
1977-10-30,Botafogo-PB,0-1,CRB,Grp.B
